time_s,imu_f_ax,imu_f_ay,imu_f_az,imu_f_gx,imu_f_gy,imu_f_gz,imu_p_ax,imu_p_ay,imu_p_az,imu_p_gx,imu_p_gy,imu_p_gz,frame_pitch,frame_roll,frame_yaw,pay_pitch,pay_roll,pay_yaw,rel_pitch,rel_roll,p_err,t_vel_p,ff_pitch,cam_pr,vel_err_p,vq_pitch,r_err,t_vel_r,ff_roll,cam_rr,vel_err_r,vq_roll,elec_p,elec_r,off_p,off_r
0.0000,0.383,-0.012,10.01,-0.73,0.38,0.18,0.67,-0.649,10.086,0.07,0.02,-0.1,-2.115,0.232,-0.649,-3.82,-3.626,-0.65,-1.699,-3.845,3.82,0.133,0.0,0.0,0.133,0.013,3.626,0.158,-0.0,0.001,0.157,0.016,0.006,6.283,6.069,5.814
0.0290,0.397,0.129,10.015,0.02,0.26,-0.08,0.676,-0.639,10.118,0.05,0.05,0.01,-2.114,0.237,-0.652,-3.817,-3.626,-0.649,-1.697,-3.85,3.817,0.133,0.0,0.001,0.132,0.013,3.626,0.159,0.0,0.001,0.158,0.016,0.007,6.282,6.069,5.814
0.1179,0.381,0.081,10.051,0.29,0.07,-0.11,0.69,-0.644,10.123,0.01,-0.04,0.02,-2.117,0.239,-0.656,-3.823,-3.626,-0.65,-1.7,-3.852,3.823,0.133,0.0,-0.001,0.134,0.014,3.626,0.159,0.0,0.0,0.159,0.016,0.006,6.282,6.069,5.814
0.1466,0.426,0.024,10.039,0.11,-0.09,-0.01,0.676,-0.624,10.095,0.02,0.01,-0.05,-2.117,0.239,-0.656,-3.823,-3.626,-0.65,-1.7,-3.852,3.823,0.133,0.0,-0.001,0.134,0.014,3.626,0.159,0.0,0.0,0.159,0.016,0.006,6.282,6.069,5.814
0.1466,0.426,0.024,10.039,0.11,-0.09,-0.01,0.676,-0.624,10.095,0.02,0.01,-0.05,-2.128,0.245,-0.657,-3.823,-3.621,-0.651,-1.69,-3.852,3.823,0.133,-0.0,0.0,0.133,0.013,3.621,0.159,0.0,0.0,0.159,0.016,0.008,6.282,6.069,5.814
0.1466,0.426,0.024,10.039,0.11,-0.09,-0.01,0.676,-0.624,10.095,0.02,0.01,-0.05,-2.128,0.245,-0.657,-3.823,-3.621,-0.651,-1.69,-3.852,3.823,0.133,-0.0,0.0,0.133,0.013,3.621,0.159,0.0,0.0,0.159,0.016,0.008,6.282,6.069,5.814
0.2032,0.371,0.065,10.094,-0.2,0.22,-0.11,0.673,-0.66,10.039,-0.02,-0.03,-0.07,-2.123,0.246,-0.662,-3.821,-3.623,-0.654,-1.693,-3.855,3.821,0.133,0.0,-0.001,0.134,0.014,3.623,0.16,-0.0,-0.0,0.16,0.016,0.007,6.282,6.069,5.814
0.2363,0.405,0.077,9.986,0.58,-0.4,0.05,0.679,-0.595,10.054,0.12,0.01,0.02,-2.129,0.256,-0.661,-3.823,-3.616,-0.655,-1.689,-3.858,3.823,0.133,-0.0,0.0,0.133,0.014,3.616,0.16,0.0,0.002,0.158,0.016,0.008,6.281,6.069,5.814
0.2363,0.405,0.077,9.986,0.58,-0.4,0.05,0.679,-0.595,10.054,0.12,0.01,0.02,-2.129,0.256,-0.661,-3.823,-3.616,-0.655,-1.689,-3.858,3.823,0.133,-0.0,0.0,0.133,0.014,3.616,0.16,0.0,0.002,0.158,0.016,0.008,6.281,6.069,5.814
0.2950,0.364,0.014,10.044,0.22,0.11,0.02,0.678,-0.646,10.045,0.07,0.03,-0.04,-2.121,0.246,-0.66,-3.827,-3.61,-0.656,-1.701,-3.844,3.827,0.134,0.0,0.001,0.133,0.014,3.61,0.16,0.0,0.001,0.159,0.016,0.006,6.283,6.069,5.814
0.2950,0.364,0.014,10.044,0.22,0.11,0.02,0.678,-0.646,10.045,0.07,0.03,-0.04,-2.121,0.246,-0.66,-3.827,-3.61,-0.656,-1.701,-3.844,3.827,0.134,0.0,0.001,0.133,0.014,3.61,0.16,0.0,0.001,0.159,0.016,0.006,6.283,6.069,5.814
0.3491,0.366,0.096,10.039,0.26,0.13,-0.14,0.67,-0.643,10.11,0.05,-0.02,0.07,-2.125,0.259,-0.664,-3.825,-3.61,-0.657,-1.694,-3.855,3.825,0.134,0.0,-0.0,0.134,0.014,3.61,0.161,0.0,0.001,0.16,0.016,0.007,6.282,6.069,5.814
0.3773,0.371,-0.005,9.981,-0.09,-0.01,-0.05,0.66,-0.674,10.048,0.06,-0.04,0.05,-2.127,0.241,-0.665,-3.823,-3.616,-0.657,-1.691,-3.844,3.823,0.133,-0.0,-0.001,0.134,0.014,3.616,0.161,-0.0,0.001,0.16,0.016,0.007,6.283,6.069,5.814
0.3773,0.371,-0.005,9.981,-0.09,-0.01,-0.05,0.66,-0.674,10.048,0.06,-0.04,0.05,-2.127,0.241,-0.665,-3.823,-3.616,-0.657,-1.691,-3.844,3.823,0.133,-0.0,-0.001,0.134,0.014,3.616,0.161,-0.0,0.001,0.16,0.016,0.007,6.283,6.069,5.814
0.4403,0.651,-0.01,9.926,-0.11,-0.3,-0.08,0.725,-0.615,9.938,0.11,-0.15,0.0,-2.148,0.231,-0.668,-3.83,-3.613,-0.658,-1.676,-3.831,3.83,0.134,-0.0,-0.003,0.136,0.014,3.613,0.162,-0.0,0.002,0.16,0.016,0.009,0.001,6.069,5.814
0.4403,0.651,-0.01,9.926,-0.11,-0.3,-0.08,0.725,-0.615,9.938,0.11,-0.15,0.0,-2.148,0.231,-0.668,-3.83,-3.613,-0.658,-1.676,-3.831,3.83,0.134,-0.0,-0.003,0.136,0.014,3.613,0.162,-0.0,0.002,0.16,0.016,0.009,0.001,6.069,5.814
0.4988,0.402,0.01,9.725,-0.06,-0.46,-0.19,0.633,-0.624,9.986,0.04,0.01,0.03,-2.147,0.258,-0.673,-3.822,-3.61,-0.66,-1.669,-3.855,3.822,0.133,-0.0,0.0,0.133,0.014,3.61,0.162,-0.0,0.001,0.161,0.017,0.01,6.282,6.069,5.814
0.5290,0.347,0.053,9.96,-1.11,0.4,0.5,0.667,-0.642,10.08,0.03,0.11,-0.04,-2.142,0.274,-0.669,-3.821,-3.61,-0.661,-1.674,-3.871,3.821,0.133,0.0,0.002,0.132,0.014,3.61,0.162,-0.0,0.0,0.162,0.017,0.01,6.28,6.069,5.814
0.5290,0.347,0.053,9.96,-1.11,0.4,0.5,0.667,-0.642,10.08,0.03,0.11,-0.04,-2.142,0.274,-0.669,-3.821,-3.61,-0.661,-1.674,-3.871,3.821,0.133,0.0,0.002,0.132,0.014,3.61,0.162,-0.0,0.0,0.162,0.017,0.01,6.28,6.069,5.814
0.5829,0.326,-0.024,9.924,-1.46,0.71,0.0,0.691,-0.628,9.986,-0.01,0.03,0.01,-2.124,0.254,-0.672,-3.822,-3.61,-0.663,-1.692,-3.851,3.822,0.133,0.0,0.001,0.133,0.014,3.61,0.163,-0.0,-0.0,0.163,0.017,0.007,6.282,6.069,5.814
0.6128,0.359,0.093,10.058,0.88,-0.45,-0.09,0.675,-0.65,10.199,-0.0,0.01,0.01,-2.13,0.274,-0.674,-3.821,-3.61,-0.663,-1.685,-3.871,3.821,0.133,-0.0,0.0,0.133,0.014,3.61,0.163,0.0,-0.0,0.163,0.017,0.008,6.28,6.069,5.814
0.6128,0.359,0.093,10.058,0.88,-0.45,-0.09,0.675,-0.65,10.199,-0.0,0.01,0.01,-2.13,0.274,-0.674,-3.821,-3.61,-0.663,-1.685,-3.871,3.821,0.133,-0.0,0.0,0.133,0.014,3.61,0.163,0.0,-0.0,0.163,0.017,0.008,6.28,6.069,5.814
0.7001,0.395,0.098,10.039,0.69,-0.22,-0.09,0.67,-0.638,10.066,0.05,0.01,0.02,-2.122,0.26,-0.677,-3.821,-3.615,-0.664,-1.693,-3.862,3.821,0.133,0.0,0.0,0.133,0.014,3.615,0.164,-0.0,0.001,0.163,0.017,0.007,6.281,6.069,5.814
0.7001,0.395,0.098,10.039,0.69,-0.22,-0.09,0.67,-0.638,10.066,0.05,0.01,0.02,-2.131,0.274,-0.678,-3.822,-3.616,-0.664,-1.685,-3.876,3.822,0.133,-0.0,0.0,0.133,0.014,3.616,0.164,0.0,0.001,0.163,0.017,0.008,6.279,6.069,5.814
0.7001,0.395,0.098,10.039,0.69,-0.22,-0.09,0.67,-0.638,10.066,0.05,0.01,0.02,-2.131,0.274,-0.678,-3.822,-3.616,-0.664,-1.685,-3.876,3.822,0.133,-0.0,0.0,0.133,0.014,3.616,0.164,0.0,0.001,0.163,0.017,0.008,6.279,6.069,5.814
0.7612,0.407,0.055,10.048,-0.36,0.08,-0.03,0.649,-0.643,10.02,-0.03,-0.01,0.05,-2.123,0.269,-0.682,-3.814,-3.614,-0.666,-1.685,-3.87,3.814,0.133,0.0,-0.0,0.133,0.014,3.614,0.165,-0.0,-0.0,0.165,0.017,0.008,6.28,6.069,5.814
0.7842,0.397,0.067,10.034,0.2,-0.1,-0.22,0.686,-0.67,10.027,0.0,-0.02,0.0,-2.123,0.269,-0.682,-3.814,-3.614,-0.666,-1.685,-3.87,3.814,0.133,0.0,-0.0,0.133,0.014,3.614,0.165,-0.0,-0.0,0.165,0.017,0.008,6.28,6.069,5.814
0.8124,0.405,0.086,10.041,-0.33,0.3,0.08,0.673,-0.608,10.044,0.02,0.01,-0.04,-2.13,0.275,-0.685,-3.819,-3.617,-0.668,-1.683,-3.878,3.819,0.133,0.0,0.0,0.133,0.014,3.617,0.165,-0.0,0.0,0.165,0.017,0.008,6.279,6.069,5.814
0.8430,0.467,-0.136,9.615,-1.45,0.35,0.2,0.681,-0.626,9.935,-0.18,0.24,0.01,-2.123,0.246,-0.683,-3.812,-3.622,-0.669,-1.683,-3.855,3.812,0.133,0.0,0.004,0.129,0.014,3.622,0.166,-0.0,-0.003,0.169,0.018,0.008,6.282,6.069,5.814
0.8430,0.467,-0.136,9.615,-1.45,0.35,0.2,0.681,-0.626,9.935,-0.18,0.24,0.01,-2.123,0.246,-0.683,-3.812,-3.622,-0.669,-1.683,-3.855,3.812,0.133,0.0,0.004,0.129,0.014,3.622,0.166,-0.0,-0.003,0.169,0.018,0.008,6.282,6.069,5.814
0.9010,0.352,-0.055,9.855,-2.07,1.17,-0.01,0.69,-0.59,9.984,-0.03,0.26,0.08,-2.108,0.242,-0.687,-3.813,-3.621,-0.669,-1.7,-3.85,3.813,0.133,0.0,0.005,0.129,0.014,3.621,0.166,-0.0,-0.0,0.167,0.018,0.006,6.282,6.069,5.814
0.9010,0.352,-0.055,9.855,-2.07,1.17,-0.01,0.69,-0.59,9.984,-0.03,0.26,0.08,-2.108,0.242,-0.687,-3.813,-3.621,-0.669,-1.7,-3.85,3.813,0.133,0.0,0.005,0.129,0.014,3.621,0.166,-0.0,-0.0,0.167,0.018,0.006,6.282,6.069,5.814
0.9578,0.376,-0.014,9.905,0.17,0.28,0.03,0.68,-0.666,9.972,-0.08,0.03,0.02,-2.13,0.267,-0.689,-3.813,-3.629,-0.671,-1.677,-3.882,3.813,0.133,0.0,0.001,0.133,0.014,3.629,0.167,0.0,-0.001,0.168,0.018,0.009,6.278,6.069,5.814
0.9869,0.378,0.072,10.02,-1.2,0.85,-0.11,0.666,-0.605,10.041,-0.05,0.13,0.03,-2.115,0.258,-0.692,-3.808,-3.628,-0.672,-1.688,-3.872,3.808,0.133,0.0,0.002,0.131,0.014,3.628,0.167,-0.0,-0.001,0.168,0.018,0.008,6.28,6.069,5.814
0.9869,0.378,0.072,10.02,-1.2,0.85,-0.11,0.666,-0.605,10.041,-0.05,0.13,0.03,-2.115,0.258,-0.692,-3.808,-3.628,-0.672,-1.688,-3.872,3.808,0.133,0.0,0.002,0.131,0.014,3.628,0.167,-0.0,-0.001,0.168,0.018,0.008,6.28,6.069,5.814
1.0447,0.508,-0.005,9.785,-0.42,-0.2,-0.09,0.686,-0.64,9.987,0.06,-0.1,0.03,-2.147,0.257,-0.694,-3.812,-3.629,-0.674,-1.66,-3.872,3.812,0.133,-0.0,-0.002,0.135,0.014,3.629,0.168,-0.0,0.001,0.167,0.018,0.011,6.28,6.069,5.814
1.0811,0.345,0.01,10.084,-0.99,0.49,0.19,0.675,-0.673,10.157,0.0,-0.02,0.02,-2.128,0.25,-0.693,-3.809,-3.636,-0.676,-1.675,-3.872,3.809,0.133,0.0,-0.0,0.133,0.014,3.636,0.168,-0.0,0.0,0.168,0.018,0.009,6.28,6.069,5.814
1.0811,0.345,0.01,10.084,-0.99,0.49,0.19,0.675,-0.673,10.157,0.0,-0.02,0.02,-2.128,0.25,-0.693,-3.809,-3.636,-0.676,-1.675,-3.872,3.809,0.133,0.0,-0.0,0.133,0.014,3.636,0.168,-0.0,0.0,0.168,0.018,0.009,6.28,6.069,5.814
1.1319,0.385,0.089,9.953,-0.88,0.69,-0.17,0.663,-0.644,10.023,0.02,0.08,-0.01,-2.132,0.257,-0.694,-3.81,-3.636,-0.678,-1.673,-3.879,3.81,0.133,0.0,0.001,0.132,0.014,3.636,0.169,-0.0,0.0,0.168,0.018,0.01,6.279,6.069,5.814
1.1632,0.373,0.034,10.065,-0.38,0.28,-0.18,0.682,-0.654,10.057,0.02,0.04,0.01,-2.121,0.243,-0.697,-3.81,-3.636,-0.679,-1.683,-3.865,3.81,0.133,0.0,0.001,0.132,0.014,3.636,0.169,-0.0,0.0,0.168,0.018,0.01,6.279,6.069,5.814
1.1936,0.385,0.043,9.989,0.38,-0.35,-0.07,0.678,-0.654,10.078,-0.06,0.01,-0.01,-2.128,0.25,-0.699,-3.809,-3.637,-0.679,-1.675,-3.873,3.81,0.133,0.0,0.001,0.132,0.014,3.636,0.169,-0.0,0.0,0.169,0.018,0.008,6.28,6.069,5.814
1.2253,0.369,0.019,9.991,-0.29,0.08,-0.04,0.652,-0.652,10.07,-0.01,0.05,-0.01,-2.129,0.251,-0.7,-3.806,-3.639,-0.681,-1.672,-3.876,3.806,0.133,0.0,0.001,0.132,0.014,3.639,0.17,-0.0,-0.0,0.17,0.018,0.01,6.279,6.069,5.814
1.2253,0.369,0.019,9.991,-0.29,0.08,-0.04,0.652,-0.652,10.07,-0.01,0.05,-0.01,-2.129,0.251,-0.7,-3.806,-3.639,-0.681,-1.672,-3.876,3.806,0.133,0.0,0.001,0.132,0.014,3.639,0.17,-0.0,-0.0,0.17,0.018,0.01,6.279,6.069,5.814
1.2820,0.383,0.129,9.981,-0.09,0.18,-0.03,0.643,-0.613,10.08,-0.01,0.08,-0.04,-2.13,0.262,-0.703,-3.802,-3.642,-0.684,-1.667,-3.89,3.802,0.133,0.0,0.001,0.131,0.014,3.642,0.17,-0.0,-0.0,0.17,0.019,0.01,6.277,6.069,5.814
1.3061,0.378,0.057,10.003,-0.6,0.62,-0.17,0.693,-0.612,10.106,-0.07,-0.04,0.02,-2.115,0.256,-0.705,-3.803,-3.636,-0.685,-1.683,-3.878,3.803,0.133,0.0,-0.001,0.133,0.015,3.636,0.17,-0.0,-0.001,0.171,0.019,0.008,6.279,6.069,5.814
1.3061,0.378,0.057,10.003,-0.6,0.62,-0.17,0.693,-0.612,10.106,-0.07,-0.04,0.02,-2.115,0.256,-0.705,-3.803,-3.636,-0.685,-1.683,-3.878,3.803,0.133,0.0,-0.001,0.133,0.015,3.636,0.17,-0.0,-0.001,0.171,0.019,0.008,6.279,6.069,5.814
1.3698,0.376,-0.034,9.984,-0.15,0.09,0.05,0.669,-0.682,10.086,-0.0,0.01,-0.02,-2.115,0.223,-0.706,-3.802,-3.646,-0.686,-1.681,-3.856,3.802,0.133,0.0,0.0,0.132,0.015,3.646,0.171,-0.0,-0.0,0.171,0.019,0.009,6.282,6.069,5.814
1.3698,0.376,-0.034,9.984,-0.15,0.09,0.05,0.669,-0.682,10.086,-0.0,0.01,-0.02,-2.115,0.223,-0.706,-3.802,-3.646,-0.686,-1.681,-3.856,3.802,0.133,0.0,0.0,0.132,0.015,3.646,0.171,-0.0,-0.0,0.171,0.019,0.009,6.282,6.069,5.814
1.4320,0.395,0.069,10.015,-0.16,0.2,-0.16,0.682,-0.615,10.098,0.09,-0.02,-0.07,-2.107,0.24,-0.709,-3.803,-3.629,-0.69,-1.69,-3.855,3.803,0.133,0.0,-0.0,0.133,0.015,3.629,0.171,-0.0,0.002,0.169,0.019,0.008,6.282,6.069,5.814
1.4563,0.364,0.024,10.046,-0.38,0.19,-0.1,0.626,-0.662,10.032,0.01,-0.02,-0.08,-2.103,0.236,-0.711,-3.793,-3.633,-0.691,-1.685,-3.855,3.793,0.132,0.0,-0.0,0.133,0.015,3.633,0.171,-0.0,0.0,0.171,0.019,0.008,6.282,6.069,5.814
1.4563,0.364,0.024,10.046,-0.38,0.19,-0.1,0.626,-0.662,10.032,0.01,-0.02,-0.08,-2.103,0.236,-0.711,-3.793,-3.633,-0.691,-1.685,-3.855,3.793,0.132,0.0,-0.0,0.133,0.015,3.633,0.171,-0.0,0.0,0.171,0.019,0.008,6.282,6.069,5.814
1.5186,0.409,0.089,10.025,0.56,-0.15,-0.14,0.664,-0.626,10.046,-0.01,-0.11,0.07,-2.108,0.251,-0.713,-3.793,-3.633,-0.693,-1.679,-3.87,3.793,0.132,-0.0,-0.002,0.134,0.015,3.633,0.172,0.0,-0.0,0.172,0.019,0.009,6.28,6.069,5.814
1.5428,0.378,0.122,10.013,-0.44,0.3,-0.14,0.688,-0.649,10.077,-0.03,0.01,0.05,-2.106,0.252,-0.716,-3.797,-3.629,-0.693,-1.685,-3.867,3.797,0.133,0.0,0.0,0.132,0.015,3.629,0.172,-0.0,-0.0,0.172,0.019,0.008,6.28,6.069,5.814
1.5428,0.378,0.122,10.013,-0.44,0.3,-0.14,0.688,-0.649,10.077,-0.03,0.01,0.05,-2.106,0.252,-0.716,-3.797,-3.629,-0.693,-1.685,-3.867,3.797,0.133,0.0,0.0,0.132,0.015,3.629,0.172,-0.0,-0.0,0.172,0.019,0.008,6.28,6.069,5.814
1.5991,0.357,0.06,10.027,0.45,-0.13,-0.06,0.684,-0.642,10.053,0.03,-0.02,0.08,-2.099,0.241,-0.719,-3.8,-3.628,-0.696,-1.695,-3.855,3.8,0.133,-0.0,-0.0,0.133,0.015,3.628,0.172,0.0,0.0,0.172,0.019,0.007,6.282,6.069,5.814
1.6268,0.366,0.057,9.95,-0.08,0.05,-0.05,0.676,-0.636,10.066,0.0,0.01,0.04,-2.099,0.241,-0.719,-3.8,-3.628,-0.696,-1.695,-3.855,3.8,0.133,-0.0,-0.0,0.133,0.015,3.628,0.172,0.0,0.0,0.172,0.019,0.007,6.282,6.069,5.814
1.6557,0.366,-0.014,9.972,-0.36,0.14,0.08,0.675,-0.636,10.1,0.04,0.05,-0.02,-2.102,0.242,-0.719,-3.804,-3.628,-0.697,-1.696,-3.857,3.804,0.133,0.0,0.001,0.132,0.015,3.628,0.173,-0.0,0.001,0.172,0.019,0.007,6.281,6.069,5.814
1.6876,0.335,0.089,9.946,-0.31,0.34,0.02,0.666,-0.621,10.052,0.0,0.08,-0.04,-2.097,0.243,-0.72,-3.799,-3.626,-0.699,-1.697,-3.856,3.799,0.133,0.0,0.001,0.131,0.015,3.626,0.173,-0.0,0.0,0.173,0.019,0.007,6.282,6.069,5.814
1.7125,0.34,0.077,10.001,-0.2,0.11,-0.05,0.68,-0.628,10.095,-0.03,-0.02,-0.03,-2.083,0.247,-0.722,-3.801,-3.626,-0.7,-1.712,-3.859,3.801,0.133,0.0,-0.0,0.133,0.015,3.626,0.173,-0.0,-0.0,0.174,0.019,0.007,6.282,6.069,5.814
1.7437,0.385,0.017,10.013,-0.08,-0.11,-0.09,0.691,-0.649,10.065,0.06,0.04,-0.04,-2.085,0.238,-0.723,-3.804,-3.628,-0.702,-1.713,-3.852,3.804,0.133,-0.0,0.001,0.132,0.015,3.628,0.174,-0.0,0.001,0.173,0.019,0.005,6.282,6.069,5.814
1.7741,0.412,0.089,10.063,0.58,-0.31,-0.02,0.678,-0.611,10.077,0.0,0.02,-0.02,-2.107,0.257,-0.725,-3.803,-3.623,-0.704,-1.69,-3.866,3.803,0.133,-0.0,0.0,0.132,0.015,3.623,0.174,0.0,0.0,0.174,0.019,0.008,6.28,6.069,5.814
1.8023,0.388,0.113,10.015,-0.67,0.51,-0.14,0.681,-0.643,10.053,0.03,0.08,0.02,-2.107,0.257,-0.725,-3.803,-3.623,-0.704,-1.69,-3.866,3.803,0.133,-0.0,0.0,0.132,0.015,3.623,0.174,0.0,0.0,0.174,0.019,0.008,6.28,6.069,5.814
1.8573,0.397,0.055,10.07,0.17,-0.19,-0.08,0.691,-0.66,10.072,0.09,0.01,-0.04,-2.111,0.257,-0.73,-3.806,-3.625,-0.708,-1.689,-3.868,3.806,0.133,-0.0,0.0,0.133,0.015,3.625,0.175,0.0,0.002,0.173,0.019,0.008,6.28,6.069,5.814
1.8939,0.376,0.034,10.029,-0.31,0.18,0.02,0.652,-0.624,10.02,0.04,-0.05,-0.05,-2.116,0.253,-0.731,-3.805,-3.622,-0.71,-1.683,-3.861,3.806,0.133,-0.0,0.0,0.133,0.015,3.625,0.175,0.0,0.002,0.173,0.019,0.008,6.28,6.069,5.814
1.8939,0.376,0.034,10.029,-0.31,0.18,0.02,0.652,-0.624,10.02,0.04,-0.05,-0.05,-2.116,0.253,-0.731,-3.805,-3.622,-0.71,-1.683,-3.861,3.805,0.133,0.0,-0.001,0.134,0.015,3.622,0.175,-0.0,0.001,0.174,0.02,0.008,6.281,6.069,5.814
1.8939,0.376,0.034,10.029,-0.31,0.18,0.02,0.652,-0.624,10.02,0.04,-0.05,-0.05,-2.116,0.253,-0.731,-3.805,-3.622,-0.71,-1.683,-3.861,3.805,0.133,0.0,-0.001,0.134,0.015,3.622,0.175,-0.0,0.001,0.174,0.02,0.008,6.281,6.069,5.814
1.9486,0.373,0.055,10.02,0.11,0.09,-0.02,0.686,-0.622,10.084,0.06,-0.08,-0.01,-2.126,0.254,-0.733,-3.811,-3.623,-0.712,-1.68,-3.863,3.811,0.133,0.0,-0.001,0.134,0.015,3.623,0.175,0.0,0.001,0.174,0.02,0.009,6.281,6.069,5.814
1.9765,0.352,0.055,9.953,-0.71,0.46,-0.14,0.634,-0.63,10.057,-0.0,-0.0,-0.04,-2.126,0.254,-0.733,-3.811,-3.623,-0.712,-1.68,-3.863,3.811,0.133,0.0,-0.001,0.134,0.015,3.623,0.175,0.0,0.001,0.174,0.02,0.009,6.281,6.069,5.814
2.0052,0.405,0.108,9.967,0.49,-0.29,-0.14,0.676,-0.609,10.072,-0.03,-0.01,-0.01,-2.123,0.262,-0.738,-3.81,-3.62,-0.716,-1.681,-3.868,3.81,0.133,-0.0,-0.0,0.133,0.015,3.62,0.176,0.0,-0.0,0.176,0.02,0.009,6.28,6.069,5.814
2.0324,0.366,0.043,9.991,-0.41,0.17,-0.11,0.674,-0.651,10.025,0.03,0.01,-0.05,-2.124,0.259,-0.741,-3.809,-3.621,-0.717,-1.68,-3.865,3.809,0.133,0.0,0.0,0.133,0.015,3.621,0.176,-0.0,0.001,0.175,0.02,0.009,6.28,6.069,5.814
2.0324,0.366,0.043,9.991,-0.41,0.17,-0.11,0.674,-0.651,10.025,0.03,0.01,-0.05,-2.124,0.259,-0.741,-3.809,-3.621,-0.717,-1.68,-3.865,3.809,0.133,0.0,0.0,0.133,0.015,3.621,0.176,-0.0,0.001,0.175,0.02,0.009,6.28,6.069,5.814
2.0898,0.383,0.062,9.919,0.02,-0.01,-0.08,0.688,-0.649,10.056,0.06,-0.02,0.02,-2.129,0.26,-0.743,-3.807,-3.627,-0.72,-1.672,-3.873,3.807,0.133,-0.0,-0.0,0.133,0.015,3.627,0.177,0.0,0.001,0.176,0.02,0.01,6.279,6.069,5.814
2.0898,0.383,0.062,9.919,0.02,-0.01,-0.08,0.688,-0.649,10.056,0.06,-0.02,0.02,-2.129,0.26,-0.743,-3.807,-3.627,-0.72,-1.672,-3.873,3.807,0.133,-0.0,-0.0,0.133,0.015,3.627,0.177,0.0,0.001,0.176,0.02,0.01,6.279,6.069,5.814
2.1477,0.393,0.031,9.974,0.2,-0.22,-0.13,0.681,-0.65,10.009,0.09,-0.17,0.0,-2.136,0.26,-0.748,-3.811,-3.625,-0.723,-1.67,-3.871,3.811,0.133,-0.0,-0.003,0.136,0.016,3.625,0.177,0.0,0.002,0.176,0.02,0.01,6.28,6.069,5.814
2.1477,0.393,0.031,9.974,0.2,-0.22,-0.13,0.681,-0.65,10.009,0.09,-0.17,0.0,-2.136,0.26,-0.748,-3.811,-3.625,-0.723,-1.67,-3.871,3.811,0.133,-0.0,-0.003,0.136,0.016,3.625,0.177,0.0,0.002,0.176,0.02,0.01,6.28,6.069,5.814
2.2064,0.397,0.014,10.046,-0.25,0.2,-0.07,0.676,-0.656,10.081,-0.01,-0.03,-0.01,-2.141,0.266,-0.751,-3.814,-3.62,-0.725,-1.667,-3.872,3.814,0.133,0.0,-0.001,0.134,0.015,3.62,0.177,-0.0,-0.0,0.178,0.02,0.01,6.28,6.069,5.814
2.2354,0.407,0.06,10.058,-0.28,0.23,0.08,0.675,-0.628,10.075,-0.04,0.02,0.07,-2.14,0.263,-0.75,-3.813,-3.621,-0.725,-1.667,-3.87,3.813,0.133,0.0,0.0,0.133,0.015,3.621,0.178,-0.0,-0.001,0.178,0.02,0.01,6.28,6.069,5.814
2.2354,0.407,0.06,10.058,-0.28,0.23,0.08,0.675,-0.628,10.075,-0.04,0.02,0.07,-2.14,0.263,-0.75,-3.813,-3.621,-0.725,-1.667,-3.87,3.813,0.133,0.0,0.0,0.133,0.015,3.621,0.178,-0.0,-0.001,0.178,0.02,0.01,6.28,6.069,5.814
2.2969,0.371,0.067,10.058,-0.11,0.01,0.02,0.712,-0.63,10.094,-0.03,0.01,-0.01,-2.132,0.271,-0.751,-3.816,-3.622,-0.728,-1.679,-3.879,3.816,0.133,0.0,0.0,0.133,0.015,3.622,0.178,-0.0,-0.0,0.179,0.021,0.009,6.279,6.069,5.814
2.2969,0.371,0.067,10.058,-0.11,0.01,0.02,0.712,-0.63,10.094,-0.03,0.01,-0.01,-2.132,0.271,-0.751,-3.816,-3.622,-0.728,-1.679,-3.879,3.816,0.133,0.0,0.0,0.133,0.015,3.622,0.178,-0.0,-0.0,0.179,0.021,0.009,6.279,6.069,5.814
2.3539,0.419,0.019,10.027,-0.05,0.11,-0.05,0.668,-0.658,10.108,-0.06,-0.05,-0.05,-2.139,0.272,-0.755,-3.816,-3.625,-0.731,-1.671,-3.883,3.816,0.133,0.0,-0.001,0.134,0.016,3.625,0.179,-0.0,-0.001,0.18,0.021,0.01,6.278,6.069,5.814
2.3812,0.373,0.043,10.015,-0.26,0.36,-0.03,0.672,-0.634,10.105,0.0,0.02,0.01,-2.135,0.258,-0.755,-3.814,-3.624,-0.733,-1.673,-3.869,3.816,0.133,0.0,-0.001,0.134,0.016,3.625,0.179,-0.0,-0.001,0.18,0.021,0.01,6.278,6.069,5.814
2.4108,0.335,0.074,10.082,-0.28,0.24,-0.12,0.67,-0.651,10.086,-0.02,-0.0,0.04,-2.127,0.258,-0.757,-3.812,-3.626,-0.733,-1.679,-3.87,3.812,0.133,0.0,-0.0,0.133,0.016,3.626,0.179,-0.0,-0.0,0.18,0.021,0.009,6.28,6.069,5.814
2.4423,0.378,0.074,10.068,0.14,-0.19,-0.08,0.667,-0.631,10.081,0.03,0.08,0.02,-2.127,0.258,-0.757,-3.812,-3.626,-0.733,-1.679,-3.87,3.812,0.133,0.0,-0.0,0.133,0.016,3.626,0.179,-0.0,-0.0,0.18,0.021,0.009,6.28,6.069,5.814
