time_s,imu_f_ax,imu_f_ay,imu_f_az,imu_f_gx,imu_f_gy,imu_f_gz,imu_p_ax,imu_p_ay,imu_p_az,imu_p_gx,imu_p_gy,imu_p_gz,frame_pitch,frame_roll,frame_yaw,pay_pitch,pay_roll,pay_yaw,rel_pitch,rel_roll,p_err,t_vel_p,ff_pitch,cam_pr,vel_err_p,vq_pitch,r_err,t_vel_r,ff_roll,cam_rr,vel_err_r,vq_roll,elec_p,elec_r,off_p,off_r
36.0972,0.192,0.06,10.046,0.08,-0.07,-0.05,-1.581,-0.939,-9.57,0.2,-0.34,-0.32,-0.654,0.42,-0.661,-9.174,-5.762,-0.667,-8.491,-6.166,9.174,0.376,-0.0,-0.006,0.382,0.154,5.762,-0.446,0.0,-0.004,-0.442,-0.271,1.107,1.775,4.139,3.755
36.1558,0.069,0.048,10.077,0.04,-0.11,-0.0,-1.566,-1.016,-9.555,-0.59,0.21,-0.35,-0.644,0.427,-0.661,-9.169,-5.769,-0.673,-8.496,-6.179,9.169,0.376,-0.0,0.004,0.373,0.153,5.769,-0.445,0.0,0.01,-0.455,-0.273,1.106,1.774,4.139,3.755
36.1558,0.069,0.048,10.077,0.04,-0.11,-0.0,-1.566,-1.016,-9.555,-0.59,0.21,-0.35,-0.644,0.427,-0.661,-9.169,-5.769,-0.673,-8.496,-6.179,9.169,0.376,-0.0,0.004,0.373,0.153,5.769,-0.445,0.0,0.01,-0.455,-0.273,1.106,1.774,4.139,3.755
36.2181,0.101,0.084,10.132,-0.01,-0.15,-0.05,-1.542,-0.979,-9.504,-0.17,0.52,0.43,-0.64,0.425,-0.662,-9.174,-5.78,-0.677,-8.504,-6.189,9.174,0.377,-0.0,0.009,0.367,0.153,5.78,-0.443,-0.0,0.003,-0.446,-0.272,1.105,1.772,4.139,3.755
36.2455,0.132,0.074,10.063,0.06,-0.19,-0.04,-1.526,-1.032,-9.552,-0.29,-0.01,-0.15,-0.64,0.425,-0.662,-9.174,-5.78,-0.677,-8.504,-6.189,9.174,0.377,-0.0,0.009,0.367,0.153,5.78,-0.443,-0.0,0.003,-0.446,-0.272,1.105,1.772,4.139,3.755
36.2780,0.055,0.072,10.058,0.05,-0.16,-0.0,-1.516,-0.954,-9.546,0.52,-0.02,-0.16,-0.639,0.43,-0.663,-9.164,-5.793,-0.675,-8.496,-6.207,9.164,0.376,-0.0,-0.0,0.377,0.154,5.793,-0.442,0.0,-0.009,-0.433,-0.27,1.106,1.77,4.139,3.755
36.3009,0.11,0.079,10.096,0.03,-0.15,-0.0,-1.569,-0.948,-9.556,-0.14,0.43,0.0,-0.638,0.43,-0.663,-9.159,-5.789,-0.676,-8.492,-6.203,9.159,0.376,-0.0,0.007,0.369,0.153,5.789,-0.442,0.0,0.002,-0.444,-0.272,1.107,1.771,4.139,3.755
36.3009,0.11,0.079,10.096,0.03,-0.15,-0.0,-1.569,-0.948,-9.556,-0.14,0.43,0.0,-0.638,0.43,-0.663,-9.159,-5.789,-0.676,-8.492,-6.203,9.159,0.376,-0.0,0.007,0.369,0.153,5.789,-0.442,0.0,0.002,-0.444,-0.272,1.107,1.771,4.139,3.755
36.3587,0.12,0.091,10.056,0.04,-0.12,0.01,-1.507,-0.974,-9.542,0.08,0.23,0.14,-0.647,0.434,-0.663,-9.161,-5.798,-0.681,-8.485,-6.216,9.161,0.376,-0.0,0.004,0.372,0.154,5.798,-0.441,0.0,-0.001,-0.439,-0.271,1.108,1.769,4.139,3.755
36.3587,0.12,0.091,10.056,0.04,-0.12,0.01,-1.507,-0.974,-9.542,0.08,0.23,0.14,-0.647,0.434,-0.663,-9.161,-5.798,-0.681,-8.485,-6.216,9.161,0.376,-0.0,0.004,0.372,0.154,5.798,-0.441,0.0,-0.001,-0.439,-0.271,1.108,1.769,4.139,3.755
36.3944,0.05,0.067,10.032,-0.02,0.02,0.05,-1.596,-0.997,-9.567,-0.08,0.22,-0.17,-0.637,0.436,-0.662,-9.16,-5.802,-0.68,-8.494,-6.222,9.16,0.376,0.0,0.004,0.372,0.154,5.802,-0.44,-0.0,0.001,-0.441,-0.272,1.107,1.768,4.139,3.755
36.4469,0.141,0.043,10.056,0.04,-0.18,0.06,-1.529,-0.978,-9.579,-0.16,-0.46,0.28,-0.634,0.432,-0.664,-9.164,-5.802,-0.684,-8.501,-6.218,9.164,0.376,-0.0,-0.008,0.384,0.155,5.802,-0.439,0.0,0.003,-0.442,-0.272,1.106,1.769,4.139,3.755
36.4469,0.141,0.043,10.056,0.04,-0.18,0.06,-1.529,-0.978,-9.579,-0.16,-0.46,0.28,-0.634,0.432,-0.664,-9.164,-5.802,-0.684,-8.501,-6.218,9.164,0.376,-0.0,-0.008,0.384,0.155,5.802,-0.439,0.0,0.003,-0.442,-0.272,1.106,1.769,4.139,3.755
36.5098,0.098,0.072,10.101,-0.13,0.01,0.09,-1.551,-0.96,-9.511,0.34,-0.12,-0.36,-0.626,0.435,-0.661,-9.15,-5.812,-0.681,-8.495,-6.232,9.15,0.376,0.0,-0.002,0.378,0.155,5.812,-0.438,-0.0,-0.006,-0.432,-0.271,1.107,1.767,4.139,3.755
36.5376,0.096,0.057,10.048,-0.12,-0.03,-0.04,-1.535,-0.958,-9.59,0.07,-0.22,0.26,-0.626,0.435,-0.661,-9.15,-5.812,-0.681,-8.495,-6.232,9.15,0.376,0.0,-0.002,0.378,0.155,5.812,-0.438,-0.0,-0.006,-0.432,-0.271,1.107,1.767,4.139,3.755
36.5633,0.151,0.124,10.02,0.06,-0.22,-0.05,-1.514,-1.022,-9.571,-0.34,0.17,0.23,-0.625,0.431,-0.662,-9.149,-5.811,-0.689,-8.495,-6.226,9.149,0.376,-0.0,0.003,0.373,0.154,5.811,-0.437,0.0,0.006,-0.443,-0.272,1.107,1.768,4.139,3.755
36.5915,0.089,0.115,10.053,-0.04,0.04,0.02,-1.524,-1.008,-9.55,0.19,-0.18,-0.2,-0.628,0.44,-0.661,-9.148,-5.819,-0.686,-8.491,-6.243,9.148,0.376,0.0,-0.003,0.379,0.155,5.819,-0.436,-0.0,-0.003,-0.433,-0.271,1.107,1.768,4.139,3.755
36.5915,0.089,0.115,10.053,-0.04,0.04,0.02,-1.524,-1.008,-9.55,0.19,-0.18,-0.2,-0.628,0.44,-0.661,-9.148,-5.819,-0.686,-8.491,-6.243,9.148,0.376,0.0,-0.003,0.379,0.155,5.819,-0.436,-0.0,-0.003,-0.433,-0.271,1.107,1.766,4.139,3.755
36.6494,0.117,0.134,9.984,-0.05,-0.03,-0.0,-1.541,-0.992,-9.574,-0.09,-0.03,0.24,-0.623,0.448,-0.66,-9.153,-5.814,-0.69,-8.502,-6.246,9.153,0.376,-0.0,-0.001,0.377,0.155,5.814,-0.436,-0.0,0.002,-0.437,-0.272,1.106,1.765,4.139,3.755
36.6494,0.117,0.134,9.984,-0.05,-0.03,-0.0,-1.541,-0.992,-9.574,-0.09,-0.03,0.24,-0.623,0.448,-0.66,-9.153,-5.814,-0.69,-8.502,-6.246,9.153,0.376,-0.0,-0.001,0.377,0.155,5.814,-0.436,-0.0,0.002,-0.437,-0.272,1.106,1.765,4.139,3.755
36.7072,0.072,0.122,10.013,-0.04,-0.01,0.03,-1.544,-0.956,-9.527,0.3,0.17,-0.23,-0.623,0.464,-0.659,-9.153,-5.827,-0.687,-8.501,-6.275,9.153,0.376,-0.0,0.003,0.373,0.155,5.827,-0.434,-0.0,-0.005,-0.429,-0.271,1.106,1.762,4.139,3.755
36.7072,0.072,0.122,10.013,-0.04,-0.01,0.03,-1.544,-0.956,-9.527,0.3,0.17,-0.23,-0.623,0.464,-0.659,-9.153,-5.827,-0.687,-8.501,-6.275,9.153,0.376,-0.0,0.003,0.373,0.155,5.827,-0.434,-0.0,-0.005,-0.429,-0.271,1.106,1.762,4.139,3.755
36.7696,0.093,0.007,10.07,-0.04,-0.08,-0.06,-1.554,-0.96,-9.534,0.08,0.1,0.11,-0.629,0.456,-0.661,-9.157,-5.827,-0.69,-8.499,-6.267,9.157,0.377,-0.0,0.002,0.375,0.155,5.827,-0.434,-0.0,-0.001,-0.432,-0.272,1.106,1.763,4.139,3.755
36.7696,0.093,0.007,10.07,-0.04,-0.08,-0.06,-1.554,-0.96,-9.534,0.08,0.1,0.11,-0.629,0.456,-0.661,-9.157,-5.827,-0.69,-8.499,-6.267,9.157,0.377,-0.0,0.002,0.375,0.155,5.827,-0.434,-0.0,-0.001,-0.432,-0.272,1.106,1.763,4.139,3.755
36.8223,0.127,0.081,10.013,0.04,-0.1,0.04,-1.556,-1.004,-9.57,0.12,0.24,-0.24,-0.637,0.455,-0.659,-9.154,-5.833,-0.689,-8.487,-6.272,9.154,0.376,-0.0,0.004,0.372,0.155,5.833,-0.433,0.0,-0.002,-0.43,-0.272,1.107,1.762,4.139,3.755
36.8223,0.127,0.081,10.013,0.04,-0.1,0.04,-1.556,-1.004,-9.57,0.12,0.24,-0.24,-0.637,0.455,-0.659,-9.154,-5.833,-0.689,-8.487,-6.272,9.154,0.376,-0.0,0.004,0.372,0.155,5.833,-0.433,0.0,-0.002,-0.43,-0.272,1.107,1.762,4.139,3.755
36.8801,0.086,0.079,10.075,0.06,-0.02,-0.17,-1.557,-0.997,-9.549,-0.13,-0.13,0.29,-0.635,0.449,-0.663,-9.165,-5.833,-0.696,-8.501,-6.266,9.165,0.377,-0.0,-0.002,0.379,0.156,5.833,-0.432,0.0,0.002,-0.434,-0.272,1.106,1.763,4.139,3.755
36.8801,0.086,0.079,10.075,0.06,-0.02,-0.17,-1.557,-0.997,-9.549,-0.13,-0.13,0.29,-0.635,0.449,-0.663,-9.165,-5.833,-0.696,-8.501,-6.266,9.165,0.377,-0.0,-0.002,0.379,0.156,5.833,-0.432,0.0,0.002,-0.434,-0.272,1.106,1.763,4.139,3.755
36.9395,0.06,0.06,10.001,-0.02,-0.03,0.09,-1.541,-0.946,-9.536,0.35,-0.02,-0.31,-0.628,0.445,-0.66,-9.167,-5.84,-0.691,-8.51,-6.27,9.167,0.377,-0.0,-0.0,0.377,0.156,5.84,-0.431,-0.0,-0.006,-0.425,-0.271,1.105,1.763,4.139,3.755
36.9395,0.06,0.06,10.001,-0.02,-0.03,0.09,-1.541,-0.946,-9.536,0.35,-0.02,-0.31,-0.628,0.445,-0.66,-9.167,-5.84,-0.691,-8.51,-6.27,9.167,0.377,-0.0,-0.0,0.377,0.156,5.84,-0.431,-0.0,-0.006,-0.425,-0.271,1.105,1.763,4.139,3.755
36.9974,0.11,0.108,10.104,-0.08,0.07,-0.04,-1.513,-1.01,-9.571,-0.1,0.05,0.09,-0.629,0.447,-0.663,-9.163,-5.833,-0.698,-8.505,-6.264,9.163,0.377,0.0,0.001,0.376,0.156,5.833,-0.43,-0.0,0.002,-0.432,-0.272,1.105,1.763,4.139,3.755
37.0247,0.084,0.053,10.151,-0.1,-0.06,0.06,-1.567,-0.961,-9.536,0.08,0.06,-0.26,-0.629,0.447,-0.663,-9.163,-5.833,-0.698,-8.505,-6.264,9.163,0.377,0.0,0.001,0.376,0.156,5.833,-0.43,-0.0,0.002,-0.432,-0.272,1.105,1.763,4.139,3.755
37.0825,0.158,0.072,10.001,-0.02,-0.21,-0.02,-1.535,-0.988,-9.547,-0.2,0.04,0.28,-0.67,0.438,-0.662,-9.163,-5.834,-0.7,-8.464,-6.256,9.163,0.377,-0.0,0.001,0.376,0.156,5.834,-0.429,-0.0,0.004,-0.432,-0.273,1.11,1.764,4.139,3.755
37.0825,0.158,0.072,10.001,-0.02,-0.21,-0.02,-1.535,-0.988,-9.547,-0.2,0.04,0.28,-0.67,0.438,-0.662,-9.163,-5.834,-0.7,-8.464,-6.256,9.163,0.377,-0.0,0.001,0.376,0.156,5.834,-0.429,-0.0,0.004,-0.432,-0.273,1.11,1.764,4.139,3.755
37.0825,0.158,0.072,10.001,-0.02,-0.21,-0.02,-1.535,-0.988,-9.547,-0.2,0.04,0.28,-0.67,0.438,-0.662,-9.163,-5.834,-0.7,-8.464,-6.256,9.163,0.377,-0.0,0.001,0.376,0.156,5.834,-0.429,-0.0,0.004,-0.432,-0.273,1.11,1.764,4.139,3.755
37.1436,0.113,0.067,10.02,-0.07,-0.15,0.12,-1.545,-0.99,-9.537,0.31,0.19,0.12,-0.673,0.438,-0.659,-9.157,-5.847,-0.697,-8.456,-6.269,9.159,0.377,0.0,0.002,0.375,0.156,5.842,-0.428,-0.0,0.001,-0.429,-0.272,1.111,1.763,4.139,3.755
37.2030,0.129,0.091,10.027,-0.05,-0.15,-0.08,-1.532,-0.967,-9.584,-0.03,0.36,0.13,-0.67,0.445,-0.659,-9.149,-5.84,-0.701,-8.451,-6.269,9.149,0.377,-0.0,0.006,0.37,0.156,5.84,-0.427,-0.0,0.0,-0.427,-0.272,1.112,1.763,4.139,3.755
37.2030,0.129,0.091,10.027,-0.05,-0.15,-0.08,-1.532,-0.967,-9.584,-0.03,0.36,0.13,-0.67,0.445,-0.659,-9.149,-5.84,-0.701,-8.451,-6.269,9.149,0.377,-0.0,0.006,0.37,0.156,5.84,-0.427,-0.0,0.0,-0.427,-0.272,1.112,1.763,4.139,3.755
37.2030,0.129,0.091,10.027,-0.05,-0.15,-0.08,-1.532,-0.967,-9.584,-0.03,0.36,0.13,-0.67,0.445,-0.659,-9.149,-5.84,-0.701,-8.451,-6.269,9.149,0.377,-0.0,0.006,0.37,0.156,5.84,-0.427,-0.0,0.0,-0.427,-0.272,1.112,1.763,4.139,3.755
37.2561,0.158,0.117,9.974,-0.02,-0.15,-0.16,-1.551,-0.962,-9.548,0.21,0.05,0.02,-0.67,0.446,-0.661,-9.15,-5.843,-0.7,-8.451,-6.273,9.15,0.377,-0.0,0.001,0.376,0.156,5.843,-0.426,-0.0,-0.004,-0.422,-0.272,1.112,1.762,4.139,3.755
37.2851,0.005,0.072,10.094,-0.02,0.13,-0.02,-1.526,-1.0,-9.549,-0.16,-0.02,0.12,-0.67,0.441,-0.663,-9.147,-5.841,-0.703,-8.448,-6.266,9.147,0.377,0.0,-0.0,0.377,0.156,5.841,-0.426,-0.0,0.003,-0.428,-0.273,1.112,1.763,4.139,3.755
37.2851,0.005,0.072,10.094,-0.02,0.13,-0.02,-1.526,-1.0,-9.549,-0.16,-0.02,0.12,-0.67,0.441,-0.663,-9.147,-5.841,-0.703,-8.448,-6.266,9.147,0.377,0.0,-0.0,0.377,0.156,5.841,-0.426,-0.0,0.003,-0.428,-0.273,1.112,1.763,4.139,3.755
37.3192,0.115,0.074,9.986,0.08,-0.13,-0.07,-1.543,-0.989,-9.521,0.09,-0.0,-0.09,-0.671,0.443,-0.664,-9.148,-5.845,-0.701,-8.448,-6.272,9.148,0.377,-0.0,-0.0,0.377,0.157,5.845,-0.425,0.0,-0.002,-0.424,-0.272,1.112,1.762,4.139,3.755
37.4069,0.072,0.053,10.036,-0.09,-0.06,-0.0,-1.525,-0.972,-9.53,0.17,0.1,-0.02,-0.702,0.439,-0.664,-9.138,-5.844,-0.704,-8.407,-6.267,9.138,0.377,-0.0,0.0,0.376,0.157,5.844,-0.424,-0.0,0.004,-0.428,-0.273,1.117,1.763,4.139,3.755
37.4069,0.072,0.053,10.036,-0.09,-0.06,-0.0,-1.525,-0.972,-9.53,0.17,0.1,-0.02,-0.708,0.44,-0.664,-9.134,-5.848,-0.703,-8.397,-6.272,9.134,0.376,-0.0,0.002,0.375,0.157,5.848,-0.424,-0.0,-0.003,-0.421,-0.272,1.119,1.762,4.139,3.755
37.4069,0.072,0.053,10.036,-0.09,-0.06,-0.0,-1.525,-0.972,-9.53,0.17,0.1,-0.02,-0.708,0.44,-0.664,-9.134,-5.848,-0.703,-8.397,-6.272,9.134,0.376,-0.0,0.002,0.375,0.157,5.848,-0.424,-0.0,-0.003,-0.421,-0.272,1.119,1.762,4.139,3.755
37.4881,0.093,0.077,10.068,-0.07,0.07,0.03,-1.538,-0.966,-9.604,0.22,0.19,0.07,-0.703,0.438,-0.664,-9.126,-5.844,-0.707,-8.395,-6.266,9.133,0.376,-0.0,-0.001,0.377,0.157,5.845,-0.423,0.0,0.0,-0.423,-0.273,1.118,1.763,4.139,3.755
37.4881,0.093,0.077,10.068,-0.07,0.07,0.03,-1.538,-0.966,-9.604,0.22,0.19,0.07,-0.703,0.438,-0.664,-9.126,-5.844,-0.707,-8.395,-6.266,9.133,0.376,-0.0,-0.001,0.377,0.157,5.845,-0.423,0.0,0.0,-0.423,-0.273,1.118,1.763,4.139,3.755
37.5241,0.115,0.081,10.003,0.08,-0.06,0.0,-1.537,-0.99,-9.541,-0.15,-0.2,0.04,-0.701,0.442,-0.664,-9.133,-5.842,-0.708,-8.403,-6.268,9.133,0.377,-0.0,-0.003,0.38,0.157,5.842,-0.422,0.0,0.003,-0.425,-0.273,1.118,1.763,4.139,3.755
37.5519,0.084,0.024,10.142,-0.02,0.11,0.01,-1.56,-0.998,-9.531,0.03,0.01,-0.02,-0.692,0.437,-0.665,-9.125,-5.845,-0.708,-8.405,-6.267,9.125,0.376,0.0,0.0,0.376,0.157,5.845,-0.422,-0.0,-0.001,-0.421,-0.273,1.118,1.763,4.139,3.755
37.5519,0.084,0.024,10.142,-0.02,0.11,0.01,-1.56,-0.998,-9.531,0.03,0.01,-0.02,-0.692,0.437,-0.665,-9.125,-5.845,-0.708,-8.405,-6.267,9.125,0.376,0.0,0.0,0.376,0.157,5.845,-0.422,-0.0,-0.001,-0.421,-0.273,1.118,1.763,4.139,3.755
37.6040,0.11,0.041,9.95,0.01,-0.03,0.07,-1.55,-1.001,-9.562,-0.14,0.43,-0.04,-0.698,0.439,-0.66,-9.121,-5.849,-0.706,-8.395,-6.272,9.121,0.376,-0.0,0.008,0.369,0.156,5.849,-0.421,0.0,0.002,-0.423,-0.273,1.119,1.762,4.139,3.755
37.6040,0.11,0.041,9.95,0.01,-0.03,0.07,-1.55,-1.001,-9.562,-0.14,0.43,-0.04,-0.698,0.439,-0.66,-9.121,-5.849,-0.706,-8.395,-6.272,9.121,0.376,-0.0,0.008,0.369,0.156,5.849,-0.421,0.0,0.002,-0.423,-0.273,1.119,1.762,4.139,3.755
37.6630,0.199,0.05,9.998,-0.05,0.04,0.02,-1.518,-0.979,-9.537,-0.16,-0.44,-0.09,-0.717,0.44,-0.661,-9.121,-5.847,-0.705,-8.375,-6.271,9.121,0.376,0.0,-0.008,0.384,0.158,5.847,-0.42,-0.0,0.003,-0.423,-0.273,1.121,1.762,4.139,3.755
37.6630,0.199,0.05,9.998,-0.05,0.04,0.02,-1.518,-0.979,-9.537,-0.16,-0.44,-0.09,-0.717,0.44,-0.661,-9.121,-5.847,-0.705,-8.375,-6.271,9.121,0.376,0.0,-0.008,0.384,0.158,5.847,-0.42,-0.0,0.003,-0.423,-0.273,1.121,1.762,4.139,3.755
37.7215,0.115,0.079,10.048,-0.09,0.2,0.04,-1.556,-0.991,-9.521,-0.01,-0.16,-0.05,-0.699,0.431,-0.659,-9.12,-5.853,-0.702,-8.392,-6.268,9.12,0.376,0.0,-0.003,0.379,0.158,5.853,-0.419,-0.0,0.0,-0.419,-0.273,1.119,1.763,4.139,3.755
37.7215,0.115,0.079,10.048,-0.09,0.2,0.04,-1.556,-0.991,-9.521,-0.01,-0.16,-0.05,-0.699,0.431,-0.659,-9.12,-5.853,-0.702,-8.392,-6.268,9.12,0.376,0.0,-0.003,0.379,0.158,5.853,-0.419,-0.0,0.0,-0.419,-0.273,1.119,1.763,4.139,3.755
37.7829,0.122,0.038,9.979,-0.07,0.05,-0.07,-1.569,-1.008,-9.543,0.03,0.12,0.02,-0.684,0.429,-0.658,-9.123,-5.858,-0.705,-8.411,-6.272,9.123,0.376,0.0,0.002,0.374,0.157,5.858,-0.418,-0.0,-0.0,-0.418,-0.273,1.117,1.762,4.139,3.755
37.7829,0.122,0.038,9.979,-0.07,0.05,-0.07,-1.569,-1.008,-9.543,0.03,0.12,0.02,-0.684,0.429,-0.658,-9.123,-5.858,-0.705,-8.411,-6.272,9.123,0.376,0.0,0.002,0.374,0.157,5.858,-0.418,-0.0,-0.0,-0.418,-0.273,1.117,1.762,4.139,3.755
37.8413,0.036,0.129,10.008,-0.15,0.04,0.21,-1.423,-1.008,-9.48,0.52,0.61,0.93,-0.665,0.431,-0.656,-9.108,-5.869,-0.708,-8.414,-6.284,9.108,0.376,0.0,0.011,0.365,0.157,5.869,-0.417,-0.0,-0.009,-0.408,-0.272,1.116,1.761,4.139,3.755
37.8413,0.036,0.129,10.008,-0.15,0.04,0.21,-1.423,-1.008,-9.48,0.52,0.61,0.93,-0.665,0.431,-0.656,-9.108,-5.869,-0.708,-8.414,-6.284,9.108,0.376,0.0,0.011,0.365,0.157,5.869,-0.417,-0.0,-0.009,-0.408,-0.272,1.116,1.761,4.139,3.755
37.8994,0.019,0.12,10.06,-0.25,0.29,0.09,-1.48,-0.98,-9.471,1.94,0.9,0.7,-0.64,0.433,-0.659,-9.117,-5.884,-0.703,-8.448,-6.301,9.117,0.376,0.0,0.016,0.361,0.156,5.884,-0.415,-0.0,-0.034,-0.381,-0.269,1.112,1.759,4.139,3.755
37.8994,0.019,0.12,10.06,-0.25,0.29,0.09,-1.48,-0.98,-9.471,1.94,0.9,0.7,-0.64,0.433,-0.659,-9.117,-5.884,-0.703,-8.448,-6.301,9.117,0.376,0.0,0.016,0.361,0.156,5.884,-0.415,-0.0,-0.034,-0.381,-0.269,1.112,1.759,4.139,3.755
37.9564,0.084,0.067,10.106,-0.06,0.27,-0.02,-1.565,-0.942,-9.578,1.85,0.07,0.51,-0.637,0.428,-0.66,-9.108,-5.891,-0.701,-8.442,-6.303,9.108,0.376,0.0,0.001,0.375,0.158,5.891,-0.414,-0.0,-0.032,-0.382,-0.269,1.113,1.758,4.139,3.755
37.9564,0.084,0.067,10.106,-0.06,0.27,-0.02,-1.565,-0.942,-9.578,1.85,0.07,0.51,-0.637,0.428,-0.66,-9.108,-5.891,-0.701,-8.442,-6.303,9.108,0.376,0.0,0.001,0.375,0.158,5.891,-0.414,-0.0,-0.032,-0.382,-0.269,1.113,1.758,4.139,3.755
38.0156,-0.019,0.034,10.209,0.08,0.35,0.06,-1.641,-0.965,-9.583,0.78,-0.22,-0.1,-0.602,0.438,-0.659,-9.113,-5.896,-0.696,-8.482,-6.318,9.113,0.376,0.0,-0.004,0.38,0.159,5.896,-0.413,0.0,-0.014,-0.4,-0.271,1.108,1.757,4.139,3.755
38.0156,-0.019,0.034,10.209,0.08,0.35,0.06,-1.641,-0.965,-9.583,0.78,-0.22,-0.1,-0.602,0.438,-0.659,-9.113,-5.896,-0.696,-8.482,-6.318,9.113,0.376,0.0,-0.004,0.38,0.159,5.896,-0.413,0.0,-0.014,-0.4,-0.271,1.108,1.757,4.139,3.755
38.0732,0.189,0.098,9.953,0.04,-0.12,-0.05,-1.478,-1.001,-9.556,-0.8,0.27,-0.36,-0.627,0.453,-0.664,-9.103,-5.889,-0.703,-8.447,-6.326,9.103,0.376,-0.0,0.005,0.371,0.158,5.889,-0.413,0.0,0.014,-0.426,-0.275,1.112,1.756,4.139,3.755
38.0732,0.189,0.098,9.953,0.04,-0.12,-0.05,-1.478,-1.001,-9.556,-0.8,0.27,-0.36,-0.627,0.453,-0.664,-9.103,-5.889,-0.703,-8.447,-6.326,9.103,0.376,-0.0,0.005,0.371,0.158,5.889,-0.413,0.0,0.014,-0.426,-0.275,1.112,1.756,4.139,3.755
38.1318,0.074,0.129,10.032,0.01,0.07,-0.13,-1.549,-0.97,-9.556,-0.39,-0.0,-0.42,-0.644,0.453,-0.664,-9.115,-5.897,-0.7,-8.442,-6.334,9.115,0.377,0.0,-0.0,0.377,0.159,5.897,-0.411,0.0,0.007,-0.418,-0.274,1.113,1.755,4.139,3.755
38.1318,0.074,0.129,10.032,0.01,0.07,-0.13,-1.549,-0.97,-9.556,-0.39,-0.0,-0.42,-0.644,0.453,-0.664,-9.115,-5.897,-0.7,-8.442,-6.334,9.115,0.377,0.0,-0.0,0.377,0.159,5.897,-0.411,0.0,0.007,-0.418,-0.274,1.113,1.755,4.139,3.755
38.1862,0.084,0.05,10.101,-0.09,-0.05,-0.02,-1.553,-1.022,-9.537,-0.39,0.01,-0.09,-0.638,0.453,-0.665,-9.112,-5.896,-0.705,-8.446,-6.333,9.112,0.377,-0.0,0.0,0.376,0.159,5.896,-0.411,-0.0,0.007,-0.417,-0.274,1.113,1.755,4.139,3.755
38.1862,0.084,0.05,10.101,-0.09,-0.05,-0.02,-1.553,-1.022,-9.537,-0.39,0.01,-0.09,-0.638,0.453,-0.665,-9.112,-5.896,-0.705,-8.446,-6.333,9.112,0.377,-0.0,0.0,0.376,0.159,5.896,-0.411,-0.0,0.007,-0.417,-0.274,1.113,1.755,4.139,3.755
38.2455,0.065,0.077,10.077,-0.02,0.02,0.06,-1.513,-1.012,-9.57,-0.28,-0.23,0.32,-0.628,0.455,-0.667,-9.111,-5.895,-0.707,-8.454,-6.335,9.111,0.377,0.0,-0.004,0.381,0.159,5.895,-0.41,-0.0,0.005,-0.415,-0.274,1.112,1.755,4.139,3.755
38.2455,0.065,0.077,10.077,-0.02,0.02,0.06,-1.513,-1.012,-9.57,-0.28,-0.23,0.32,-0.628,0.455,-0.667,-9.111,-5.895,-0.707,-8.454,-6.335,9.111,0.377,0.0,-0.004,0.381,0.159,5.895,-0.41,-0.0,0.005,-0.415,-0.274,1.112,1.755,4.139,3.755
38.3019,0.134,0.089,10.046,0.04,0.01,-0.01,-1.53,-1.014,-9.577,0.21,-0.21,0.02,-0.633,0.46,-0.667,-9.111,-5.907,-0.705,-8.449,-6.351,9.111,0.377,0.0,-0.004,0.38,0.159,5.907,-0.408,0.0,-0.004,-0.405,-0.273,1.112,1.753,4.139,3.755
38.3019,0.134,0.089,10.046,0.04,0.01,-0.01,-1.53,-1.014,-9.577,0.21,-0.21,0.02,-0.633,0.46,-0.667,-9.111,-5.907,-0.705,-8.449,-6.351,9.111,0.377,0.0,-0.004,0.38,0.159,5.907,-0.408,0.0,-0.004,-0.405,-0.273,1.112,1.753,4.139,3.755
38.3605,0.103,0.079,10.056,-0.06,-0.01,0.0,-1.542,-0.977,-9.535,0.32,-0.18,-0.04,-0.633,0.454,-0.669,-9.111,-5.911,-0.705,-8.449,-6.349,9.111,0.377,-0.0,-0.003,0.38,0.16,5.911,-0.407,-0.0,-0.006,-0.402,-0.273,1.112,1.753,4.139,3.755
38.3605,0.103,0.079,10.056,-0.06,-0.01,0.0,-1.542,-0.977,-9.535,0.32,-0.18,-0.04,-0.633,0.454,-0.669,-9.111,-5.911,-0.705,-8.449,-6.349,9.111,0.377,-0.0,-0.003,0.38,0.16,5.911,-0.407,-0.0,-0.006,-0.402,-0.273,1.112,1.753,4.139,3.755
38.4202,0.134,0.084,10.013,0.04,-0.06,0.0,-1.559,-1.01,-9.546,0.07,0.15,0.02,-0.63,0.456,-0.668,-9.109,-5.907,-0.711,-8.45,-6.347,9.109,0.377,-0.0,0.003,0.374,0.159,5.907,-0.407,0.0,-0.001,-0.406,-0.273,1.112,1.753,4.139,3.755
38.4202,0.134,0.084,10.013,0.04,-0.06,0.0,-1.559,-1.01,-9.546,0.07,0.15,0.02,-0.63,0.456,-0.668,-9.109,-5.907,-0.711,-8.45,-6.347,9.109,0.377,-0.0,0.003,0.374,0.159,5.907,-0.407,0.0,-0.001,-0.406,-0.273,1.112,1.753,4.139,3.755
38.4792,0.134,0.079,10.065,-0.02,-0.06,0.03,-1.553,-0.986,-9.556,-0.07,0.4,-0.02,-0.622,0.454,-0.668,-9.111,-5.911,-0.71,-8.461,-6.348,9.111,0.377,-0.0,0.007,0.37,0.159,5.911,-0.406,-0.0,0.001,-0.407,-0.274,1.111,1.753,4.139,3.755
